iter	Logloss
0	0.6253201543
1	0.5656620864
2	0.5070287421
3	0.4541099531
4	0.4182143646
5	0.3859414408
6	0.3464309146
7	0.3187525418
8	0.2895971932
9	0.2628904451
10	0.2364431085
11	0.213104049
12	0.1921698712
13	0.1755834996
14	0.1600309627
15	0.1456721025
16	0.133116663
17	0.1213574436
18	0.1105870504
19	0.101067658
20	0.09292874338
21	0.08687736202
22	0.08118490508
23	0.0737076241
24	0.06735267875
25	0.06190776195
26	0.05712965536
27	0.05287890764
28	0.04914078207
29	0.04558249994
30	0.04186136282
31	0.03876704055
32	0.03574321616
33	0.03320173084
34	0.03070253477
35	0.02880974116
36	0.02690720328
37	0.02534072927
38	0.0237606652
39	0.02255025416
40	0.02122476266
41	0.01987424026
42	0.01859032775
43	0.01734197719
44	0.01616306915
45	0.01541392582
46	0.01475615691
47	0.01395467829
48	0.01331028551
49	0.01258326401
50	0.01188413344
51	0.01119517852
52	0.01049779442
53	0.009937710646
54	0.009508127939
55	0.009000607016
56	0.008604425031
57	0.008236987273
58	0.007847963079
59	0.007504837355
60	0.007216300447
61	0.006902365261
62	0.006628017787
63	0.006338538464
64	0.006081765539
65	0.005786894642
66	0.005593545499
67	0.005386127679
68	0.005181899767
69	0.004970676922
70	0.004818940266
71	0.004641942103
72	0.004430812104
73	0.004321293534
74	0.004162839294
75	0.004044568852
76	0.003949079396
77	0.003827134755
78	0.003688281107
79	0.003572957715
80	0.003500424234
81	0.003390492178
82	0.003260010217
83	0.003150843845
84	0.003065332845
85	0.002953367452
86	0.002889374066
87	0.002807649458
88	0.00272905672
89	0.002660177854
90	0.002583273075
91	0.002524680064
92	0.002448832668
93	0.002355854338
94	0.002313645131
95	0.002261570375
96	0.002225920811
97	0.002143374067
98	0.002066155704
99	0.002019693338
100	0.001983920482
101	0.00195517356
102	0.001911367258
103	0.001856591561
104	0.001807548614
105	0.001769192638
106	0.001727077388
107	0.001699472052
108	0.001664615764
109	0.001627512616
110	0.00158894843
111	0.001564116584
112	0.001540795806
113	0.001511703427
114	0.001480170092
115	0.001448718503
116	0.001434451367
117	0.001408294146
118	0.001389994588
119	0.001363019433
120	0.001345560009
121	0.001321705862
122	0.001295985754
123	0.0012729696
124	0.001249583885
125	0.001225759708
126	0.001212176588
127	0.001189515882
128	0.001167396473
129	0.001149728285
130	0.001134243525
131	0.001114575776
132	0.001090415895
133	0.001074394277
134	0.001059408952
135	0.001046120942
136	0.001028059327
137	0.001015427741
138	0.001004109162
139	0.0009921377269
140	0.0009776512808
141	0.0009630264774
142	0.0009465669531
143	0.0009373784422
144	0.0009282489215
145	0.0009175920788
146	0.0009053901537
147	0.0008875607731
148	0.000873811149
149	0.000857194714
150	0.0008441972939
151	0.0008328230547
152	0.000820643013
153	0.0008115703417
154	0.0008023336237
155	0.0007888890994
156	0.000778498981
157	0.000768000714
158	0.0007561030164
159	0.0007467994588
160	0.0007349510783
161	0.0007258642937
162	0.0007127414401
163	0.0006984399726
164	0.0006872807621
165	0.0006748861675
166	0.0006647725656
167	0.0006647620599
168	0.000653346591
169	0.0006533377108
170	0.0006469790231
171	0.0006341758185
172	0.0006249957121
173	0.0006167981408
174	0.000610134512
175	0.0006020837818
176	0.0005947514789
177	0.0005860588738
178	0.0005860480511
179	0.0005793349466
180	0.0005715519319
181	0.0005715519319
182	0.0005715583938
183	0.0005715445185
184	0.0005640466228
185	0.0005640466228
186	0.0005640376237
187	0.0005640428963
188	0.0005558902416
189	0.0005558870701
190	0.0005558847707
191	0.0005558847707
192	0.0005490509505
193	0.0005405801533
194	0.0005405782504
195	0.0005405781711
196	0.000540568934
197	0.0005405720659
198	0.0005405720659
199	0.000540558468
200	0.0005306484377
201	0.0005306508559
202	0.0005306376149
203	0.0005306376149
204	0.0005306334919
205	0.0005306419757
206	0.0005306371391
207	0.0005306126392
208	0.0005306136699
209	0.0005218549785
210	0.0005218530756
211	0.0005218581104
212	0.0005218535117
213	0.0005218489526
214	0.0005218449486
215	0.000514774692
216	0.0005147747316
217	0.0005147585569
218	0.0005147585569
219	0.0005147581605
220	0.0005147614113
221	0.0005147576847
222	0.0005147430165
223	0.0005147474566
224	0.0005147410343
225	0.0005147410343
226	0.0005147346913
227	0.00050680321
228	0.0005068032893
229	0.0005068029325
230	0.0004992232118
231	0.000499224084
232	0.0004992144109
233	0.0004992172652
234	0.0004992026366
235	0.0004991999805
236	0.0004891010071
237	0.000489094783
238	0.000489095457
239	0.000489095457
240	0.0004890952588
241	0.0004890864182
242	0.0004890746043
243	0.0004890794012
244	0.0004890784894
245	0.0004890788065
246	0.0004890677855
247	0.0004890667944
248	0.0004890667944
249	0.000489062275
250	0.0004890621561
251	0.0004890536326
252	0.0004890536326
253	0.0004890447524
254	0.000489043682
255	0.000489043682
256	0.000489043682
257	0.000489043682
258	0.0004890422152
259	0.0004890301634
260	0.0004890434441
261	0.0004890317492
262	0.0004890305202
263	0.0004890336917
264	0.0004890300841
265	0.0004816336373
266	0.000481620198
267	0.0004816139343
268	0.000481617978
269	0.0004816224577
270	0.0004816092563
271	0.0004816146479
272	0.0004815977992
273	0.0004815991868
274	0.0004815953017
275	0.0004815953017
276	0.0004724467518
277	0.0004724496458
278	0.0004724371976
279	0.0004724371976
280	0.0004724371976
281	0.0004724490512
282	0.0004724406467
283	0.0004724340261
284	0.0004724415981
285	0.0004724272867
286	0.0004724221329
287	0.0004724221329
288	0.0004724270091
289	0.0004724270091
290	0.0004724213797
291	0.0004724218554
292	0.0004724218554
293	0.000472419794
294	0.000472419794
295	0.0004724082179
296	0.0004724082179
297	0.0004724119841
298	0.0004724172567
299	0.0004724054825
300	0.0004724010424
301	0.0004724037778
302	0.000472409883
303	0.000472409883
304	0.0004724003684
305	0.0004723923604
306	0.0004723876031
307	0.0004723881581
308	0.0004651892966
309	0.0004651892966
310	0.0004651892966
311	0.0004651888209
312	0.0004651911202
313	0.0004651834293
314	0.0004651834293
315	0.0004651804164
316	0.0004651765709
317	0.0004651831122
318	0.0004651831122
319	0.0004651831122
320	0.0004651757384
321	0.0004651729633
322	0.0004651729633
323	0.0004651641624
324	0.000465164757
325	0.0004651661842
326	0.0004651632902
327	0.0004651536567
328	0.0004651536567
329	0.000465149732
330	0.0004651599601
331	0.0004651487805
332	0.0004651517142
333	0.0004651518728
334	0.0004651429925
335	0.0004651369666
336	0.0004651297514
337	0.0004651395831
338	0.0004651377595
339	0.0004651297911
340	0.0004651234084
341	0.0004651299893
342	0.0004651280864
343	0.0004651132596
344	0.0004651180168
345	0.000465109533
346	0.0004651030314
347	0.0004651075508
348	0.0004651000185
349	0.0004650967677
350	0.0004650967677
351	0.0004651035864
352	0.0004650973227
353	0.0004650973227
354	0.0004650907418
355	0.0004650907418
356	0.0004650902264
357	0.0004650951026
358	0.0004650928033
359	0.0004650779765
360	0.000465079364
361	0.0004650627928
362	0.0004650627928
363	0.0004650718713
364	0.0004650685412
365	0.0004650725849
366	0.0004650617621
367	0.0004650548641
368	0.0004650548641
369	0.0004650548641
370	0.0004650548641
371	0.0004650644182
372	0.0004650618017
373	0.0004650502257
374	0.0004650619207
375	0.0004650444377
376	0.0004650444377
377	0.0004650482435
378	0.0004650396408
379	0.0004650415437
380	0.000465034051
381	0.0004650316724
382	0.0004650316724
383	0.0004650254086
384	0.0004650229507
385	0.0004650229507
386	0.0004650158148
387	0.0004650081239
388	0.0004650081239
389	0.0004650081239
390	0.0004650177177
391	0.0004650177177
392	0.0004650162112
393	0.000465019462
394	0.000465018907
395	0.000465018907
396	0.000465018907
397	0.0004650049127
398	0.0004649990851
399	0.0004650076481
400	0.0004649924645
401	0.0004649924645
402	0.0004649972614
403	0.0004649972614
404	0.0004649939313
405	0.000464993297
406	0.0004649832671
407	0.0004649749023
408	0.000464979501
409	0.0004649700657
410	0.0004649793027
411	0.0004581715286
412	0.0004581595165
413	0.0004581584857
414	0.0004581490108
415	0.0004581555521
416	0.0004581537681
417	0.000458137752
418	0.0004581387034
419	0.0004581387034
420	0.0004581387034
421	0.0004581441743
422	0.0004581389016
423	0.0004581402892
424	0.0004581396549
425	0.0004581396549
426	0.0004581396549
427	0.0004581396549
428	0.0004581285149
429	0.0004581263345
430	0.0004581332326
431	0.0004581210222
432	0.0004581262949
433	0.0004581107941
434	0.0004581132917
435	0.0004581128159
436	0.000458103341
437	0.0004580929147
438	0.0004580929147
439	0.0004580946987
440	0.0004580966412
441	0.0004580951744
442	0.0004580951744
443	0.0004580951744
444	0.0004580948572
445	0.0004580877213
446	0.0004580836777
447	0.0004580823298
448	0.0004580823298
449	0.0004580823298
450	0.0004580812197
451	0.0004580733702
452	0.0004580720223
453	0.0004580720223
454	0.0004580720223
455	0.0004580720223
456	0.0004580720223
457	0.0004580619528
458	0.0004580555305
459	0.000458063261
460	0.000458063261
461	0.0004580499803
462	0.0004580499803
463	0.0004580499803
464	0.0004580550151
465	0.0004580566009
466	0.0004580566009
467	0.0004580566009
468	0.0004580498614
469	0.0004580341227
470	0.0004580442716
471	0.0004580442716
472	0.0004580442716
473	0.0004580301584
474	0.000458022071
475	0.000458022071
476	0.0004580111689
477	0.0004580131115
478	0.0004580131115
479	0.0004580150937
480	0.0004580150937
481	0.00045800994
482	0.00045800994
483	0.00045800994
484	0.0004580013769
485	0.0004580032401
